"asv_id","dtype","predictor","x_value","derivative","lower_ci","upper_ci"
"ASV_001","dna","water_temp",2.21000005,0.0365318968957108,-0.647275106980573,0.720338900771994
"ASV_001","dna","water_temp",2.48838388737374,0.0365107249944264,-0.647155741025593,0.720177191014446
"ASV_001","dna","water_temp",2.76676772474747,0.0364471702844276,-0.646797867353389,0.719692207922244
"ASV_001","dna","water_temp",3.04515156212121,0.0363412199211453,-0.646202267272865,0.718884707115155
"ASV_001","dna","water_temp",3.32353539949495,0.0361818332983292,-0.645314361450239,0.717678028046898
"ASV_001","dna","water_temp",3.60191923686869,0.0359438633577672,-0.64401261530523,0.715900342020764
"ASV_001","dna","water_temp",3.88030307424242,0.0355767955079433,-0.64207461345216,0.713228204468046
"ASV_001","dna","water_temp",4.15868691161616,0.0350180551769076,-0.639254571474302,0.709290681828117
"ASV_001","dna","water_temp",4.4370707489899,0.0341972404403589,-0.63533731059184,0.703731791472557
"ASV_001","dna","water_temp",4.71545458636364,0.0330813288068539,-0.630287544413022,0.696450202026729
"ASV_001","dna","water_temp",4.99383842373737,0.0316556170331717,-0.62417935061826,0.687490584684604
"ASV_001","dna","water_temp",5.27222226111111,0.0299209456963812,-0.617143487838833,0.676985379231595
"ASV_001","dna","water_temp",5.55060609848485,0.027884237345845,-0.609306814669876,0.665075289361566
"ASV_001","dna","water_temp",5.82898993585859,0.0255468130321728,-0.600724077588062,0.651817703652407
"ASV_001","dna","water_temp",6.10737377323232,0.0229086372222176,-0.591444152434511,0.637261426878946
"ASV_001","dna","water_temp",6.38575761060606,0.0199697256034408,-0.581525299091761,0.621464750298642
"ASV_001","dna","water_temp",6.6641414479798,0.0167366092619216,-0.571070200622561,0.604543419146405
"ASV_001","dna","water_temp",6.94252528535353,0.0132209135890046,-0.560211357061958,0.586653184239967
"ASV_001","dna","water_temp",7.22090912272727,0.00942286444928503,-0.549030027335811,0.567875756234381
"ASV_001","dna","water_temp",7.49929296010101,0.00534249667659731,-0.537621833303776,0.54830682665697
"ASV_001","dna","water_temp",7.77767679747475,0.000980394692856781,-0.526102954230966,0.52806374361668
"ASV_001","dna","water_temp",8.05606063484848,-0.00363418841916573,-0.514697104397107,0.507428727558776
"ASV_001","dna","water_temp",8.33444447222222,-0.00844408885287147,-0.50367914070146,0.486790962995717
"ASV_001","dna","water_temp",8.61282830959596,-0.0134191765543358,-0.493192944929508,0.466354591820836
"ASV_001","dna","water_temp",8.8912121469697,-0.0185593531411846,-0.483292299876237,0.446173593593868
"ASV_001","dna","water_temp",9.16959598434343,-0.0238646232845077,-0.474041636618511,0.426312390049496
"ASV_001","dna","water_temp",9.44797982171717,-0.0293349713494733,-0.465517660334837,0.406847717635891
"ASV_001","dna","water_temp",9.72636365909091,-0.0349690939355251,-0.457811398432879,0.387873210561829
"ASV_001","dna","water_temp",10.0047474964646,-0.0407426001491989,-0.451035077326745,0.369549877028348
"ASV_001","dna","water_temp",10.2831313338384,-0.046635031571855,-0.445274799572812,0.352004736429102
"ASV_001","dna","water_temp",10.5615151712121,-0.05259614869565,-0.440588727467418,0.335396430076118
"ASV_001","dna","water_temp",10.8398990085859,-0.0585836407780417,-0.436967052647989,0.319799771091905
"ASV_001","dna","water_temp",11.1182828459596,-0.0645961482489862,-0.434375204390667,0.305182907892695
"ASV_001","dna","water_temp",11.3966666833333,-0.0706336739990684,-0.432783303651843,0.291515955653707
"ASV_001","dna","water_temp",11.6750505207071,-0.0766962297857342,-0.432167950360718,0.27877549078925
"ASV_001","dna","water_temp",11.9534343580808,-0.0827714638082281,-0.432501321443059,0.266958393826602
"ASV_001","dna","water_temp",12.2318181954545,-0.0888397196933151,-0.433738502416561,0.256059063029931
"ASV_001","dna","water_temp",12.5102020328283,-0.0949007283856198,-0.435850838977632,0.246049382206392
"ASV_001","dna","water_temp",12.788585870202,-0.10094709964287,-0.438814823711145,0.236920624425405
"ASV_001","dna","water_temp",13.0669697075758,-0.106924718941406,-0.442554705730838,0.228705267848026
"ASV_001","dna","water_temp",13.3453535449495,-0.112790441885111,-0.446965272140153,0.221384388369931
"ASV_001","dna","water_temp",13.6237373823232,-0.118527571039194,-0.451952792306746,0.214897650228358
"ASV_001","dna","water_temp",13.902121219697,-0.12410120158723,-0.457400994263856,0.209198591089397
"ASV_001","dna","water_temp",14.1805050570707,-0.12950804301609,-0.463212194512078,0.204196108479898
"ASV_001","dna","water_temp",14.4588888944444,-0.134748089226207,-0.469310550909581,0.199814372457168
"ASV_001","dna","water_temp",14.7372727318182,-0.139820530313357,-0.475641321948185,0.196000261321471
"ASV_001","dna","water_temp",15.0156565691919,-0.144713454241364,-0.482159273328449,0.192732364845722
"ASV_001","dna","water_temp",15.2940404065657,-0.149422917605906,-0.488825992289193,0.189980157077381
"ASV_001","dna","water_temp",15.5724242439394,-0.153940181374224,-0.495615029072488,0.18773466632404
"ASV_001","dna","water_temp",15.8508080813131,-0.158234893800203,-0.502459142141128,0.185989354540722
"ASV_001","dna","water_temp",16.1291919186869,-0.162297990564318,-0.509256811753997,0.184660830625361
"ASV_001","dna","water_temp",16.4075757560606,-0.166123892951532,-0.515903119937424,0.18365533403436
"ASV_001","dna","water_temp",16.6859595934343,-0.169712344232675,-0.522305580277277,0.182880891811927
"ASV_001","dna","water_temp",16.9643434308081,-0.173062788016382,-0.528387613305065,0.182262037272301
"ASV_001","dna","water_temp",17.2427272681818,-0.176173426589519,-0.534072123253943,0.181725270074906
"ASV_001","dna","water_temp",17.5211111055556,-0.179044146197298,-0.539283262544228,0.181194970149632
"ASV_001","dna","water_temp",17.7994949429293,-0.181676018431161,-0.54394249474734,0.180590457885018
"ASV_001","dna","water_temp",18.077878780303,-0.184069937326777,-0.54797500134156,0.179835126688006
"ASV_001","dna","water_temp",18.3562626176768,-0.186225903023471,-0.551324161569433,0.17887235552249
"ASV_001","dna","water_temp",18.6346464550505,-0.188147112033223,-0.553948591387412,0.177654367320966
"ASV_001","dna","water_temp",18.9130302924242,-0.189836905181802,-0.555812431875536,0.176138621511932
"ASV_001","dna","water_temp",19.191414129798,-0.191298512627484,-0.556895957859328,0.17429893260436
"ASV_001","dna","water_temp",19.4697979671717,-0.192537896453905,-0.557190389488378,0.172114596580569
"ASV_001","dna","water_temp",19.7481818045455,-0.193555173048805,-0.556696227892884,0.169585881795274
"ASV_001","dna","water_temp",20.0265656419192,-0.19435036834175,-0.555433212815671,0.166732476132172
"ASV_001","dna","water_temp",20.3049494792929,-0.194926185469351,-0.55344691066217,0.163594539723467
"ASV_001","dna","water_temp",20.5833333166667,-0.19530268671849,-0.550832675696536,0.160227302259555
"ASV_001","dna","water_temp",20.8617171540404,-0.19548496203675,-0.547661674050919,0.156691749977419
"ASV_001","dna","water_temp",21.1401009914141,-0.195493212039705,-0.544064755077002,0.153078330997593
"ASV_001","dna","water_temp",21.4184848287879,-0.195335534902332,-0.540148308659629,0.149477238854966
"ASV_001","dna","water_temp",21.6968686661616,-0.195011933577229,-0.536020667794162,0.145996800639703
"ASV_001","dna","water_temp",21.9752525035354,-0.194522409025705,-0.531818274265003,0.142773456213594
"ASV_001","dna","water_temp",22.2536363409091,-0.19387836994159,-0.527740625208551,0.139983885325371
"ASV_001","dna","water_temp",22.5320201782828,-0.19311010386018,-0.524046772699499,0.137826564979139
"ASV_001","dna","water_temp",22.8104040156566,-0.19224348578354,-0.520966233774235,0.136479262207156
